iter	PRAUC	Logloss
1703	0.9980187964	0.09328961051
1704	0.9980222989	0.09322224175
1705	0.9980242177	0.09315852499
1706	0.9980253837	0.09307597586
1707	0.9980290711	0.09302790761
1708	0.998034015	0.09293731134
1709	0.9980402502	0.09287441515
1710	0.9980437327	0.09280020566
1711	0.9980468489	0.09273534913
1712	0.9980495679	0.09269074786
1713	0.9980526642	0.09265277138
1714	0.9980552235	0.09261368648
1715	0.998057685	0.09257429992
1716	0.9980599695	0.09251157439
1717	0.9980621503	0.09246394875
1718	0.9980648203	0.09242047439
1719	0.9980693145	0.09236029262
1720	0.9980710387	0.09232764093
1721	0.9980742334	0.09227054845
1722	0.9980753095	0.09222461565
1723	0.9980767915	0.09216384145
1724	0.9980801046	0.09212825462
1725	0.9980828748	0.09208106034
1726	0.9980842251	0.09205024474
1727	0.9980875876	0.09197545857
1728	0.9980913507	0.0919097505
1729	0.9980946101	0.09184741116
1730	0.9980966661	0.09179628641
1731	0.9981013064	0.09169586386
1732	0.99810352	0.09162119773
1733	0.9981087499	0.09156043105
1734	0.9981135466	0.09147852291
1735	0.9981159993	0.09143009785
1736	0.9981191571	0.09135152636
1737	0.9981215414	0.09129138676
1738	0.9981236294	0.09124787339
1739	0.998127871	0.0912271518
1740	0.9981284054	0.09118419676
1741	0.9981297479	0.09114815136
1742	0.9981319781	0.09109805746
1743	0.9981334958	0.09107643202
1744	0.9981355239	0.0910446779
1745	0.9981389235	0.09100634555
1746	0.998142661	0.09095814353
1747	0.9981453209	0.09090356263
1748	0.9981488615	0.0908265561
1749	0.9981515661	0.09075134732
1750	0.9981531321	0.09070952993
1751	0.9981565905	0.09064228959
1752	0.9981591611	0.09056971881
1753	0.998160567	0.09051613316
1754	0.9981641785	0.09045716971
1755	0.9981676642	0.09036630706
1756	0.9981710769	0.09028956766
1757	0.9981742274	0.09024608574
1758	0.998180282	0.09016720843
1759	0.9981837747	0.0900792389
1760	0.9981879734	0.08998393003
1761	0.9981908086	0.08993675653
1762	0.9981941427	0.08988007489
1763	0.9981973665	0.08982644667
1764	0.9982023414	0.08978178985
1765	0.9982065423	0.08973632576
1766	0.9982083409	0.08968499413
1767	0.998211578	0.08961469567
1768	0.9982142555	0.08954443069
1769	0.9982174253	0.08946968273
1770	0.998220287	0.08943315298
1771	0.9982220632	0.08940816448
1772	0.9982227304	0.089379073
1773	0.9982257899	0.08929099444
1774	0.9982292552	0.08925028298
1775	0.998231429	0.08919911296
1776	0.9982343239	0.08913424463
1777	0.9982356031	0.08910345627
1778	0.9982405646	0.08900424394
1779	0.998242279	0.08897697618
1780	0.9982440186	0.08894950159
1781	0.9982468458	0.08887819405
1782	0.998250928	0.08882885796
1783	0.9982537969	0.08872394324
1784	0.9982551008	0.08866832107
1785	0.9982568136	0.08863061411
1786	0.9982612479	0.0885669458
1787	0.9982627257	0.08854958927
1788	0.998263521	0.08853172218
1789	0.9982676655	0.08848201454
1790	0.9982703998	0.08841523166
1791	0.9982728421	0.08836086551
1792	0.9982747644	0.0883093102
1793	0.9982770956	0.08826663631
1794	0.9982783783	0.08822166777
1795	0.9982803629	0.08812233616
1796	0.9982815898	0.08809421236
1797	0.9982865482	0.08803138646
1798	0.9982892237	0.08796815677
1799	0.998291179	0.08793342832
1800	0.9982942784	0.08789268785
1801	0.9982966517	0.08783342218
1802	0.9983005579	0.08779108968
1803	0.9983031331	0.08773432073
1804	0.9983060391	0.08769438154
1805	0.9983097582	0.08765508209
1806	0.998313184	0.08761249145
1807	0.9983146632	0.08756697732
1808	0.9983190021	0.08753009907
1809	0.9983225593	0.08745011455
1810	0.9983264138	0.0873752113
1811	0.9983292862	0.08732776482
1812	0.9983317421	0.08728935017
1813	0.9983359432	0.08723480841
1814	0.9983384789	0.08718735694
1815	0.9983408222	0.08711913648
1816	0.9983424706	0.08709641802
1817	0.9983442763	0.08704266797
1818	0.9983464465	0.08698420319
1819	0.9983490941	0.08691739845
1820	0.9983514414	0.08684869491
1821	0.9983543871	0.08679861365
1822	0.9983560796	0.08676231222
1823	0.9983575435	0.08672882156
1824	0.9983590094	0.08668014784
1825	0.9983612221	0.08664741591
1826	0.9983654154	0.0865849757
1827	0.9983676261	0.08654810394
1828	0.9983699867	0.08647683521
1829	0.9983727794	0.08640067444
1830	0.9983750989	0.08634796096
1831	0.9983775573	0.08631327007
1832	0.9983807942	0.0862752205
1833	0.9983831616	0.08621026002
1834	0.9983856061	0.08616437038
1835	0.998387595	0.08610500444
1836	0.998388159	0.0860648468
1837	0.9983891336	0.08604987536
1838	0.9983899225	0.08602246533
1839	0.9983936011	0.08597809018
1840	0.998397726	0.08594995089
1841	0.9983984029	0.08591501633
1842	0.9984000478	0.0858405461
1843	0.9984014193	0.08578856171
1844	0.9984021506	0.08576239196
1845	0.9984039367	0.08573876087
1846	0.9984073614	0.08569600508
1847	0.9984091267	0.08566533389
1848	0.9984103695	0.0855988979
1849	0.9984127269	0.08554179721
1850	0.9984154208	0.08546285184
1851	0.9984173635	0.08538924794
1852	0.9984191396	0.08535509041
1853	0.9984192499	0.08531626619
1854	0.9984209296	0.08529679378
1855	0.9984229535	0.0852476741
1856	0.9984242535	0.08521531174
1857	0.9984264889	0.08515967628
1858	0.9984286904	0.08509486692
1859	0.9984339018	0.08505883565
1860	0.9984373199	0.08499456427
1861	0.9984391822	0.08495510264
1862	0.9984414883	0.08490376421
1863	0.9984437659	0.0848641705
1864	0.9984455218	0.08482655148
1865	0.9984480327	0.08477713677
1866	0.9984495534	0.08473027006
1867	0.9984509492	0.08468082062
1868	0.9984532573	0.08463407921
1869	0.9984551651	0.08460721604
1870	0.998459336	0.08457520722
1871	0.9984618958	0.08453059066
1872	0.9984626861	0.08449981131
1873	0.998464942	0.08444248047
1874	0.9984677647	0.0843748657
1875	0.998470113	0.08431269686
1876	0.9984758825	0.08424046294
1877	0.9984794715	0.08418854396
1878	0.9984804937	0.08416787597
1879	0.9984824632	0.08411806966
1880	0.9984839781	0.08408837912
1881	0.9984850835	0.08403645758
1882	0.9984894596	0.08397517531
1883	0.9984913726	0.08391651664
1884	0.9984925593	0.08387095723
1885	0.9984938072	0.08383290028
1886	0.9984956287	0.08379254046
1887	0.9984980211	0.08377583947
1888	0.9985009665	0.08370774357
1889	0.9985034546	0.08365545867
1890	0.9985062492	0.08360696734
1891	0.9985092099	0.08353429641
1892	0.9985109439	0.08348022038
1893	0.9985152224	0.08345482905
1894	0.9985191642	0.08341145631
1895	0.9985209151	0.08335384573
1896	0.998525831	0.0832898363
1897	0.9985286729	0.08320486413
1898	0.9985305444	0.08317207101
1899	0.9985324932	0.08314492764
1900	0.9985339301	0.0831037916
1901	0.998536278	0.0830573183
1902	0.9985402979	0.08301586493
1903	0.998541833	0.08298305432
1904	0.9985431098	0.08294503123
1905	0.9985450863	0.08290569047
1906	0.998545619	0.08288215011
1907	0.9985478742	0.08284242277
1908	0.9985484039	0.08281719503
1909	0.9985514911	0.08278481858
1910	0.998553354	0.08273131363
1911	0.9985549677	0.08268875597
1912	0.9985573836	0.08263380589
1913	0.9985592438	0.08258537722
1914	0.9985612705	0.08253730286
1915	0.9985642062	0.0825035439
1916	0.9985660066	0.08247707712
1917	0.9985676683	0.08243314341
1918	0.9985703363	0.08235000728
1919	0.9985730684	0.08231380796
1920	0.9985743977	0.0822614493
1921	0.9985776639	0.08221080849
1922	0.9985809323	0.0821850827
1923	0.9985827887	0.08215345967
1924	0.9985836098	0.08213656057
1925	0.9985855628	0.0820999232
1926	0.9985876277	0.08206178766
1927	0.9985908708	0.08202654671
1928	0.9985925495	0.08198146111
1929	0.9985933061	0.0819397385
1930	0.9985956531	0.0818919554
1931	0.9985985792	0.08184039571
1932	0.9986011102	0.0817924779
1933	0.9986023639	0.08176024875
1934	0.9986051776	0.0816807174
1935	0.9986058537	0.08163010686
1936	0.9986070603	0.08157618056
1937	0.9986098085	0.08152958675
1938	0.9986114874	0.08147591985
1939	0.9986135818	0.08142980085
1940	0.9986157777	0.0813706088
1941	0.9986186579	0.08134023657
1942	0.998621331	0.08125379784
1943	0.998623339	0.08122457947
1944	0.9986254114	0.08118618508
1945	0.9986277857	0.081142018
1946	0.9986301081	0.08105313353
1947	0.9986314433	0.0810339531
1948	0.9986330167	0.08098384594
1949	0.998635353	0.08092939389
1950	0.9986365356	0.08089077169
1951	0.9986383522	0.08083741812
1952	0.9986395583	0.08077804485
1953	0.9986401962	0.08075077492
1954	0.9986416578	0.0806927765
1955	0.9986435338	0.08064089052
1956	0.9986476842	0.08061343887
1957	0.9986484977	0.08057270659
1958	0.9986505848	0.08052937418
1959	0.998651787	0.08048040244
1960	0.9986535784	0.08043700336
1961	0.9986555305	0.08038329212
1962	0.9986564563	0.0803626444
1963	0.9986581323	0.08032130424
1964	0.9986594798	0.08024792627
1965	0.9986629641	0.08019560157
1966	0.9986644795	0.0801676483
1967	0.99866741	0.08008961421
1968	0.9986690619	0.08004061851
1969	0.9986713156	0.07996452745
1970	0.9986729365	0.07992398417
1971	0.9986771347	0.0798762815
1972	0.9986796466	0.07978784364
1973	0.9986816194	0.0797569691
1974	0.9986865581	0.07971951311
1975	0.9986877549	0.07966416806
1976	0.9986900831	0.07958880635
1977	0.998692723	0.0795118559
1978	0.9986964218	0.07947863698
1979	0.9986976143	0.07944484467
1980	0.9986994383	0.0794015487
1981	0.9987019674	0.07932196274
1982	0.9987046993	0.07927563603
1983	0.998707475	0.07924061079
1984	0.9987108769	0.07917571975
1985	0.998711938	0.07913554683
1986	0.9987136924	0.07908099664
1987	0.9987164189	0.07904851976
1988	0.9987173801	0.07902100261
1989	0.9987183527	0.07898541445
1990	0.9987210558	0.07894717764
1991	0.9987217352	0.0789178732
1992	0.9987253441	0.07886002706
1993	0.9987261901	0.07884195113
1994	0.9987285625	0.07879847552
1995	0.9987301674	0.07874883772
1996	0.9987306714	0.07873228856
1997	0.9987319208	0.07870274124
1998	0.9987345073	0.07862067839
1999	0.9987367372	0.07858245919
